"HP","HP3k","HP400k","Hamilton","linear","quad","BN","UC","combined cycle","date"
"114",1.09762169566639,1.22524514620991,-5.94108967026284,-6.56907361863452,-16.3605567719737,-1.84696367129897,-0.395485890751367,-0.46551,-3.65401492479281,2017-07-01
"115",0.992250801720218,1.15151360799453,-5.61053684917023,-6.42711386434685,-16.2642857142857,-1.48274474645207,-0.29566692149511,-0.24581,-3.73598566368605,2017-10-01
"116",0.6459998718787,0.82372736422495,-5.57302990168407,-6.21049556050433,-16.4606079027356,-1.41175414187251,-0.343540493345562,-0.18571,-3.60483735676292,2018-01-01
"117",1.63386180436206,1.86083134820107,-4.01650420339385,-6.94037396967266,-15.0946858455699,0.166243914910368,0.0607662452614598,-0.099974,-3.65594416342806,2018-04-01
"118",2.22719157586617,2.52135272275412,-2.72798681838401,-6.46409190470996,-13.9597754358318,1.46793271282708,0.966963133484503,0.12114,-2.86918995288535,2018-07-01
"119",1.45257549461229,1.78615836868903,-2.92371063379021,-6.77557529307194,-14.3134032634033,1.28867655333173,0.290174781478693,0.31739,-2.05292640899802,2018-10-01
"120",2.00000988163876,2.38820469834269,-1.68626533069178,-3.36406157053894,-13.1971743295019,2.53627283105023,-0.0781450904798313,0.43459,-2.42328188110947,2019-01-01
"121",2.47289125146784,2.92842613064764,-0.419367079376684,-2.95857577611716,-12.0129050543221,3.80805356058342,0.852150724226889,0.64183,-1.3845910211372,2019-04-01
"122",2.07615761516489,2.58268066338566,-0.0718882768851614,-0.750645714712888,-11.7352250489237,4.16149876462988,0.588368879736438,0.81221,-0.599745939056472,2019-07-01
"123",1.47275008599779,2.00648061054503,-0.0268953787674491,6.66692797722625,-11.7558650487222,4.21528261585789,-0.0537892500115994,1.2198,-0.282768702650786,2019-10-01
"124",2.07666074692415,2.65359695943911,1.33911824160681,4.96726643295823,-10.4123435516053,5.58645927807,0.251709827816228,1.5035,0.572730546306176,2020-01-01
"125",5.71080912609187,6.44780444438683,6.40962840841624,7.83010273516099,-5.20990604026845,10.6435532245878,2.44505967362763,2.0788,1.10596023050714,2020-04-01
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-10-01
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-01
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-04-01
